user_id,tenure_months,active_days_30d,sessions_30d,family_members,features_used,support_tickets_90d,price_tier,months_since_last_active,autopay,prior_offers,acquisition_channel,mrr,annual_value
170850,9.6,1,3,4,3,0,1,1.55,1,2,organic,15.23,182.76
170851,7.8,3,7,1,3,0,0,1.07,1,0,paid_search,7.28,87.36
170853,24.3,1,1,6,8,0,0,0.03,1,0,app_store,9.52,114.24
170861,40.7,6,11,3,4,3,0,0.88,1,1,organic,8.54,102.48
170867,30.8,1,11,6,3,0,2,0.56,1,0,organic,24.65,295.8
170870,17.8,5,20,2,7,0,0,0.71,1,1,paid_search,8.08,96.96
170879,23.0,1,6,2,5,0,1,1.17,0,0,organic,12.05,144.6
170884,6.2,7,21,1,8,0,2,0.51,0,1,paid_search,18.84,226.08
170886,6.4,2,3,5,6,0,0,0.32,1,0,app_store,8.32,99.84
170889,2.4,2,14,4,3,1,2,7.91,0,1,organic,20.68,248.16
170890,16.4,4,15,6,4,0,0,0.25,1,2,organic,8.42,101.04
170893,10.9,4,5,3,7,1,1,4.15,1,2,paid_search,12.59,151.08
170895,9.0,2,8,6,1,1,1,4.47,1,3,organic,16.16,193.92
170899,45.9,6,15,4,6,1,0,0.15,1,0,referral,8.8,105.6
170906,16.6,0,0,2,7,0,0,0.56,1,0,paid_search,7.57,90.84
170923,10.6,3,7,6,2,1,0,0.98,0,0,referral,9.29,111.48
170924,28.0,1,1,2,4,0,0,4.36,1,0,organic,8.0,96.0
170938,22.2,4,11,6,3,0,1,1.0,0,1,referral,15.73,188.76
170941,18.8,5,10,2,6,0,1,4.13,0,0,organic,13.18,158.16
170943,23.2,2,5,2,7,1,0,1.07,1,0,referral,7.61,91.32
170948,24.7,3,6,4,6,0,0,3.48,1,0,app_store,9.08,108.96
170953,67.0,0,7,5,5,0,0,0.97,0,1,organic,8.86,106.32
170963,14.8,3,11,4,3,0,0,2.4,1,1,app_store,9.14,109.68
170966,35.1,7,15,6,5,0,0,0.98,1,1,paid_search,9.08,108.96
170969,21.9,7,14,1,3,1,0,0.58,1,2,organic,7.37,88.44
170975,22.7,5,32,4,4,1,1,0.48,0,0,organic,14.67,176.04
170991,25.2,3,13,4,8,0,0,7.28,0,1,referral,9.41,112.92
170992,67.4,0,0,6,6,0,0,1.12,1,1,organic,9.23,110.76
170995,11.7,1,3,2,8,1,0,2.82,1,2,referral,8.56,102.72
171005,25.2,7,23,1,8,0,1,2.12,1,0,referral,11.89,142.68
171012,11.1,4,24,2,3,0,0,3.99,0,2,paid_search,9.02,108.24
171013,55.7,0,6,2,4,0,1,2.42,0,1,paid_search,13.92,167.04
171014,11.6,4,13,6,8,0,1,1.48,1,1,organic,14.61,175.32
171021,11.1,5,27,6,4,2,0,5.19,1,0,paid_search,8.76,105.12
171025,23.8,3,9,4,2,0,0,1.45,0,0,referral,9.32,111.84
171027,9.3,2,10,1,8,0,1,2.42,1,1,organic,12.76,153.12
171032,20.1,2,6,1,8,0,0,1.76,1,2,organic,7.39,88.68
171039,27.1,1,9,5,6,1,2,0.35,1,0,organic,22.5,270.0
171041,18.3,2,9,3,2,0,1,2.42,1,0,paid_search,14.67,176.04
171046,14.9,2,14,2,2,1,1,3.0,0,0,app_store,14.31,171.72
171049,46.9,5,18,1,8,0,0,2.06,1,2,app_store,7.52,90.24
171051,13.3,4,12,6,1,0,2,4.27,1,0,paid_search,20.92,251.04
171054,37.9,5,20,2,3,0,0,2.61,1,1,app_store,8.67,104.04
171057,13.5,7,30,3,1,0,1,2.23,0,1,paid_search,13.54,162.48
171071,17.4,2,7,5,7,0,1,2.86,1,1,organic,15.78,189.36
171074,2.7,6,21,2,7,0,0,7.92,1,0,paid_search,8.98,107.76
171075,41.8,5,11,6,5,0,0,0.21,1,0,referral,8.58,102.96
171077,6.8,4,8,5,2,0,0,3.52,1,0,paid_search,9.76,117.12
171079,26.6,0,0,4,3,1,1,0.26,0,1,app_store,14.52,174.24
171081,15.8,3,1,6,8,0,1,1.06,1,2,app_store,13.68,164.16
171082,19.0,4,9,6,2,0,0,1.19,1,0,paid_search,9.42,113.04
171084,24.3,4,15,4,4,1,0,2.59,0,0,paid_search,8.85,106.2
171087,7.1,5,31,4,4,0,0,4.51,1,0,referral,9.06,108.72
171088,7.7,6,15,5,7,0,1,2.08,1,0,organic,13.56,162.72
171091,33.1,0,1,4,4,0,0,4.0,1,1,paid_search,9.37,112.44
171095,12.4,6,14,1,6,0,1,5.88,1,0,referral,12.36,148.32
171097,5.2,2,8,6,8,2,0,1.78,1,0,organic,9.19,110.28
171098,5.3,4,12,4,3,0,0,1.47,1,1,referral,9.45,113.4
171102,19.0,3,4,6,4,0,1,0.56,1,0,paid_search,13.48,161.76
171104,18.4,0,1,3,3,0,0,0.76,1,0,paid_search,8.02,96.24
171109,8.2,6,18,4,7,0,1,0.82,1,1,paid_search,14.26,171.12
171118,13.8,5,10,3,3,1,2,1.51,0,0,organic,19.76,237.12
171120,11.4,3,6,4,8,0,2,4.52,0,0,paid_search,21.65,259.8
171123,2.6,0,1,2,6,0,0,3.49,1,0,paid_search,7.59,91.08
171128,45.8,2,5,5,2,0,0,1.91,1,0,referral,8.69,104.28
171135,4.9,2,13,4,7,0,0,5.86,1,1,organic,9.07,108.84
171137,14.4,1,3,3,4,0,1,1.48,1,0,referral,12.82,153.84
171140,15.8,1,6,4,5,3,1,4.02,1,1,paid_search,14.88,178.56
171144,24.3,5,15,3,8,1,0,1.43,0,0,paid_search,8.13,97.56
171147,5.1,6,12,5,8,1,2,0.56,1,0,organic,20.29,243.48
171152,21.6,1,1,3,8,0,1,2.91,1,2,referral,14.68,176.16
171156,63.2,4,8,1,5,1,1,2.11,1,2,paid_search,13.72,164.64
171162,7.1,3,13,6,6,0,1,2.12,1,0,organic,15.86,190.32
171172,28.9,6,10,3,1,0,1,1.15,1,0,paid_search,12.48,149.76
171175,16.9,2,12,3,8,0,1,0.41,1,0,referral,12.87,154.44
171176,29.3,6,29,4,6,0,1,1.2,0,0,referral,14.98,179.76
171180,16.1,2,4,4,5,0,0,1.84,0,0,organic,8.13,97.56
171192,59.4,4,16,2,8,1,0,1.29,1,0,paid_search,7.46,89.52
171193,26.4,5,7,4,7,0,0,1.21,1,1,app_store,8.23,98.76
171198,8.0,7,15,4,2,0,1,4.06,1,2,app_store,14.86,178.32
171201,37.3,4,9,6,5,2,1,7.26,1,1,organic,14.8,177.6
171208,22.8,7,21,2,1,0,1,0.19,0,0,organic,12.18,146.16
171210,2.5,6,17,3,1,0,1,2.69,1,0,referral,14.83,177.96
171212,27.5,7,35,6,6,1,1,1.31,1,1,paid_search,15.24,182.88
171223,22.0,6,15,2,1,0,1,1.55,1,1,organic,14.21,170.52
171224,18.1,5,14,1,2,0,0,1.5,1,0,paid_search,8.56,102.72
171225,42.9,2,7,3,6,0,0,0.91,1,0,organic,8.04,96.48
171238,20.0,5,20,1,5,1,1,1.12,1,0,referral,12.51,150.12
171248,47.8,6,14,6,7,0,1,3.46,1,2,organic,15.63,187.56
171249,39.6,1,7,6,8,0,0,1.09,1,1,paid_search,9.78,117.36
171265,9.5,2,6,2,7,0,2,2.9,1,0,referral,18.68,224.16
171268,14.7,2,2,3,6,0,0,2.06,1,2,paid_search,8.52,102.24
171270,16.6,4,21,4,1,0,1,1.41,1,0,organic,15.24,182.88
171277,6.8,3,2,6,3,0,0,1.4,1,1,organic,8.48,101.76
171281,1.5,0,2,2,6,2,0,1.2,0,1,organic,7.71,92.52
171289,13.2,2,5,2,1,1,1,2.42,1,0,app_store,12.71,152.52
171290,30.3,5,5,3,6,1,1,1.64,0,2,paid_search,13.97,167.64
171295,13.2,1,3,2,7,0,2,2.72,1,0,paid_search,20.61,247.32
171301,14.1,1,0,5,1,0,0,0.63,0,1,paid_search,8.94,107.28
171305,30.8,0,0,6,2,1,1,2.21,1,0,referral,15.87,190.44
171309,35.8,4,11,4,5,0,0,4.11,0,0,referral,8.1,97.2
171328,2.0,1,0,4,8,0,0,1.06,1,1,paid_search,9.26,111.12
171336,13.2,2,2,1,6,0,0,1.24,1,0,organic,8.2,98.4
171343,8.1,0,1,6,6,0,1,4.1,1,0,referral,16.14,193.68
171344,10.1,4,10,2,7,0,2,1.65,0,1,app_store,22.55,270.6
171345,16.9,4,12,5,4,0,0,1.12,1,0,paid_search,9.6,115.2
171355,15.6,3,4,5,8,1,1,2.04,1,2,organic,15.06,180.72
171357,5.8,1,0,4,7,0,1,1.78,0,1,organic,14.48,173.76
171364,12.8,3,7,6,1,1,1,4.45,1,1,referral,15.59,187.08
171367,5.6,2,4,4,4,0,0,0.33,0,0,organic,9.04,108.48
171368,37.8,0,1,2,5,1,1,3.46,1,1,organic,14.69,176.28
171375,23.7,5,24,3,5,1,0,6.58,0,0,referral,7.88,94.56
171377,9.1,6,11,5,5,0,1,1.16,1,3,organic,14.68,176.16
171380,5.4,3,5,3,3,0,0,4.57,1,0,paid_search,8.81,105.72
171381,86.2,5,22,3,8,0,2,0.08,1,1,paid_search,21.96,263.52
171385,14.6,5,14,3,7,0,0,3.93,1,1,organic,9.21,110.52
171389,17.1,1,5,4,7,1,1,0.19,0,0,organic,15.46,185.52
171390,36.8,7,23,6,2,1,0,2.91,1,0,paid_search,9.7,116.4
171400,35.6,2,12,4,8,0,0,0.56,1,0,paid_search,8.29,99.48
171404,23.4,2,5,4,7,0,0,0.73,1,2,paid_search,8.22,98.64
171405,4.3,1,8,4,8,0,0,1.61,1,2,organic,8.44,101.28
171414,22.0,5,16,3,1,3,1,0.64,1,3,paid_search,13.62,163.44
171415,14.8,5,15,6,8,0,1,2.48,1,0,organic,14.93,179.16
171423,28.6,3,6,3,7,4,2,5.62,0,0,referral,21.12,253.44
171424,35.4,2,8,5,3,0,0,1.96,1,1,paid_search,9.77,117.24
171427,21.5,6,17,6,5,0,0,1.87,1,0,paid_search,9.52,114.24
171435,14.3,3,24,6,5,0,0,1.73,1,2,organic,9.14,109.68
171436,21.9,1,1,5,8,0,1,3.04,1,1,organic,13.47,161.64
171440,24.6,0,0,2,2,0,0,3.0,0,1,organic,8.4,100.8
171444,3.9,1,1,1,8,1,0,2.73,1,0,organic,7.63,91.56
171447,11.6,7,25,2,7,0,1,2.42,1,0,organic,13.55,162.6
171458,1.8,6,24,1,5,0,0,0.98,0,0,paid_search,7.48,89.76
171461,15.5,3,2,1,6,0,0,3.16,0,0,paid_search,8.51,102.12
171462,9.7,3,7,1,1,0,0,0.14,1,0,paid_search,8.36,100.32
171463,20.6,6,24,5,5,0,0,0.41,1,1,organic,8.23,98.76
171467,18.0,0,0,6,6,1,0,1.79,1,0,referral,9.29,111.48
171470,18.7,2,7,3,4,0,0,0.06,1,0,referral,8.91,106.92
171472,11.1,3,19,2,2,0,1,4.44,1,0,organic,13.0,156.0
171479,3.9,3,2,6,7,0,0,2.36,1,1,organic,9.31,111.72
171482,32.5,2,4,1,3,1,0,1.64,1,0,paid_search,7.69,92.28
171485,14.7,2,4,5,4,2,0,1.38,0,0,referral,8.21,98.52
171492,22.2,4,17,4,6,0,0,5.41,0,0,paid_search,8.98,107.76
171495,11.7,2,2,3,2,2,0,2.15,0,0,paid_search,8.23,98.76
171496,12.7,4,11,2,1,2,1,7.29,1,0,referral,14.7,176.4
171498,3.3,7,19,5,2,0,0,0.83,1,0,paid_search,8.55,102.6
171499,6.2,2,2,3,8,0,1,0.89,1,0,referral,12.73,152.76
171508,2.5,0,4,2,7,0,0,0.9,1,1,referral,8.73,104.76
171511,13.6,0,3,1,4,1,0,3.76,1,0,paid_search,8.15,97.8
171513,3.7,7,31,2,6,0,0,1.33,1,0,organic,9.02,108.24
171515,21.6,6,22,2,4,1,0,5.47,1,0,paid_search,8.0,96.0
171520,17.9,1,5,5,7,2,0,0.98,0,0,app_store,8.91,106.92
171523,26.7,5,12,6,3,0,0,4.9,0,0,organic,8.85,106.2
171525,6.1,1,6,4,4,1,1,1.33,0,1,organic,14.78,177.36
171526,11.3,2,8,2,2,0,0,2.02,0,0,organic,8.04,96.48
171530,29.5,3,6,5,2,1,2,2.0,1,0,organic,23.12,277.44
171534,20.8,1,0,3,4,0,1,2.64,0,0,organic,12.83,153.96
171541,37.2,6,17,5,7,0,0,3.75,1,1,paid_search,9.73,116.76
171544,42.6,5,20,2,5,1,1,2.0,0,0,paid_search,12.56,150.72
171556,17.9,0,1,3,5,0,1,0.34,0,0,app_store,13.68,164.16
171560,12.2,7,21,2,6,0,0,2.0,1,0,paid_search,8.61,103.32
171564,33.6,4,10,2,5,0,0,3.73,1,1,organic,8.03,96.36
171569,27.0,5,25,4,4,0,0,5.36,0,1,paid_search,8.39,100.68
171572,11.3,1,5,2,8,0,1,1.34,0,1,organic,12.75,153.0
171588,37.0,4,9,1,3,0,0,3.94,1,0,paid_search,7.95,95.4
171591,18.7,0,1,6,4,1,1,9.22,1,0,organic,15.02,180.24
171592,20.4,6,15,3,3,0,0,1.76,1,0,paid_search,8.09,97.08
171594,13.3,4,7,4,1,0,0,0.89,0,0,organic,9.01,108.12
171597,8.4,3,10,3,7,0,0,0.25,0,1,paid_search,9.1,109.2
171604,27.9,5,12,5,7,0,1,1.98,0,1,paid_search,14.67,176.04
171606,25.9,3,5,4,1,1,0,1.66,1,2,paid_search,9.22,110.64
171610,17.1,5,9,6,8,2,1,0.81,0,2,organic,15.6,187.2
171617,10.2,5,20,3,3,0,0,5.83,1,1,paid_search,7.76,93.12
171622,28.6,0,5,4,8,0,1,1.35,0,1,paid_search,14.56,174.72
171624,22.3,2,6,3,2,1,1,0.48,1,0,organic,14.5,174.0
171628,16.9,4,9,3,2,0,0,2.32,1,0,app_store,8.11,97.32
171629,17.0,4,13,6,3,2,0,3.79,0,0,paid_search,8.35,100.2
171638,16.7,3,14,4,2,0,0,2.3,1,2,paid_search,9.01,108.12
171650,20.3,6,23,4,8,0,0,2.45,1,0,organic,8.47,101.64
171656,6.9,0,2,1,7,0,0,0.84,1,0,app_store,8.62,103.44
171660,22.4,6,21,1,6,0,0,3.91,0,0,organic,7.64,91.68
171664,14.1,2,6,1,4,1,0,0.19,1,0,paid_search,8.56,102.72
171668,19.3,1,5,2,6,0,1,1.2,0,0,referral,13.3,159.6
171676,38.4,6,24,6,5,0,0,1.98,1,1,organic,9.75,117.0
171683,5.3,6,20,4,3,2,0,2.11,0,0,organic,8.1,97.2
171693,49.4,4,10,3,6,0,0,8.63,1,0,paid_search,9.04,108.48
171702,3.9,2,5,3,7,0,1,0.29,1,2,organic,14.72,176.64
171703,21.6,6,24,6,6,0,1,4.79,0,0,app_store,14.59,175.08
171707,17.8,7,18,5,8,0,0,8.23,1,1,paid_search,8.83,105.96
171713,38.1,6,28,6,2,1,0,4.13,1,0,organic,9.34,112.08
171722,54.9,5,17,1,6,0,1,1.23,1,1,organic,13.83,165.96
171724,19.2,5,25,5,5,0,1,0.65,1,0,organic,13.64,163.68
171727,49.5,6,13,3,1,1,0,1.22,1,1,app_store,9.12,109.44
171731,31.7,6,32,2,1,1,1,1.54,1,1,referral,14.38,172.56
171745,32.7,4,3,1,8,0,0,0.83,0,0,organic,8.42,101.04
171748,8.3,5,17,6,5,0,1,0.67,0,0,app_store,13.82,165.84
171752,3.9,6,16,5,8,0,0,1.34,0,0,app_store,8.92,107.04
171757,9.8,2,0,3,1,0,0,0.31,1,0,paid_search,8.23,98.76
171762,11.9,1,7,1,6,2,0,1.96,0,1,referral,7.3,87.6
171767,9.0,7,21,5,5,1,1,1.38,1,0,organic,14.39,172.68
171775,10.1,7,21,1,7,0,0,7.76,1,0,organic,8.31,99.72
171779,10.0,4,8,1,6,0,1,2.93,1,1,paid_search,13.13,157.56
171781,28.2,1,0,3,8,2,1,0.84,1,0,organic,12.45,149.4
171784,34.2,6,30,4,5,0,0,0.93,0,1,referral,9.11,109.32
171792,16.6,0,0,4,8,1,1,0.67,1,0,referral,13.28,159.36
171793,27.1,4,1,1,2,1,1,0.86,0,1,referral,12.38,148.56
171797,7.8,3,12,2,4,0,0,2.71,1,3,paid_search,8.04,96.48
171799,23.5,2,12,5,2,1,0,1.13,1,1,paid_search,9.79,117.48
171803,10.5,2,6,1,6,0,1,2.83,1,1,organic,13.85,166.2
171805,41.3,3,15,5,5,0,0,0.21,1,0,referral,8.3,99.6
171809,14.3,5,19,6,2,1,1,4.71,1,1,organic,13.78,165.36
171840,24.4,2,3,1,7,0,1,0.39,1,0,referral,13.77,165.24
171847,0.9,5,26,1,7,0,0,8.6,0,2,organic,8.21,98.52
171868,23.9,5,6,1,4,0,0,2.02,1,0,paid_search,8.06,96.72
171869,51.2,3,14,6,2,0,1,1.07,1,1,paid_search,15.28,183.36
171873,9.8,4,8,6,1,0,0,0.3,0,0,paid_search,9.71,116.52
171876,21.6,4,17,3,3,1,1,1.39,0,0,paid_search,12.76,153.12
171885,5.9,4,15,1,5,0,1,1.44,1,1,organic,11.85,142.2
171886,19.2,6,10,2,5,0,0,2.62,1,0,organic,8.77,105.24
171901,10.0,4,21,6,6,0,1,1.3,0,0,organic,14.88,178.56
171903,12.1,1,0,5,5,0,0,1.57,0,0,referral,8.9,106.8
171904,20.5,4,15,4,1,1,0,11.01,1,0,paid_search,8.53,102.36
171910,8.4,1,0,1,4,0,1,3.29,0,1,organic,12.17,146.04
171911,11.4,0,1,1,2,0,0,0.15,1,1,organic,7.72,92.64
171919,22.1,6,27,1,3,0,1,4.6,1,0,app_store,12.78,153.36
171920,1.9,7,30,2,3,0,1,1.19,1,0,app_store,13.29,159.48
171922,25.6,2,6,2,8,0,0,0.44,1,0,referral,8.64,103.68
171925,1.1,2,2,6,2,0,0,2.35,1,3,referral,8.72,104.64
171928,10.7,2,21,3,5,0,1,5.65,1,0,referral,14.73,176.76
171929,12.7,6,16,2,3,0,0,2.95,0,0,app_store,8.59,103.08
171930,25.0,3,2,1,8,0,2,3.11,1,0,organic,19.48,233.76
171936,12.6,2,4,1,3,0,2,1.55,1,1,paid_search,18.81,225.72
171943,30.8,5,20,5,7,1,0,1.96,1,2,organic,8.57,102.84
171948,13.4,2,0,1,8,0,0,1.49,1,0,organic,7.4,88.8
171955,52.7,4,9,3,3,0,1,2.3,1,0,organic,12.81,153.72
171956,17.5,0,0,3,4,1,1,1.11,0,1,organic,12.41,148.92
171957,13.1,3,5,1,8,0,1,3.09,0,0,referral,12.62,151.44
171959,21.3,1,1,3,5,0,1,0.18,0,2,referral,12.46,149.52
171960,17.8,3,0,2,4,0,0,1.86,0,1,organic,7.52,90.24
171967,18.1,4,15,1,1,0,0,1.22,1,1,referral,8.47,101.64
171989,6.4,6,18,6,8,0,0,6.97,0,0,referral,9.9,118.8
171994,33.8,1,18,3,2,0,0,0.86,1,0,organic,8.28,99.36
171996,13.3,4,9,5,1,0,1,0.12,1,0,organic,15.15,181.8
171999,6.1,4,15,6,6,1,0,3.18,0,1,organic,8.85,106.2
172010,4.8,6,9,4,4,0,1,0.49,0,1,paid_search,14.09,169.08
172011,0.6,2,12,6,8,0,0,3.04,0,2,app_store,8.31,99.72
172018,44.0,4,11,5,6,1,1,2.93,1,1,paid_search,13.33,159.96
172028,8.8,5,10,5,5,0,1,0.44,1,0,referral,15.52,186.24
172034,5.0,4,13,4,7,0,0,0.14,0,0,referral,8.71,104.52
172036,7.9,5,22,5,7,0,0,4.96,1,0,app_store,9.56,114.72
172037,39.8,2,3,2,4,0,2,3.62,0,0,referral,21.07,252.84
172043,51.5,2,9,5,7,1,0,2.22,1,0,paid_search,9.22,110.64
172044,3.7,6,12,3,6,0,1,4.01,1,0,paid_search,14.88,178.56
172045,23.2,3,9,2,5,0,0,0.84,1,0,app_store,7.59,91.08
172047,61.8,6,16,5,1,0,0,0.84,1,1,organic,9.61,115.32
172052,5.4,3,6,2,2,0,0,0.96,1,0,organic,7.89,94.68
172056,20.0,6,17,6,6,1,1,2.92,1,0,organic,13.96,167.52
172058,8.2,7,17,3,3,1,0,2.84,1,0,app_store,9.27,111.24
172072,3.2,4,7,1,7,0,1,2.77,0,0,paid_search,11.97,143.64
172091,25.3,5,20,2,4,0,2,5.96,1,1,paid_search,21.25,255.0
172094,23.9,2,1,6,2,0,1,1.23,1,1,paid_search,15.36,184.32
172097,0.9,5,5,1,2,0,1,2.49,1,0,organic,12.86,154.32
172098,18.2,5,9,5,3,1,0,0.46,1,1,app_store,8.49,101.88
172100,6.8,6,14,1,7,2,0,2.06,1,0,organic,8.3,99.6
172101,38.4,6,17,4,4,0,0,1.16,1,0,paid_search,8.77,105.24
172104,12.5,7,21,1,5,0,1,0.27,1,1,paid_search,13.42,161.04
172111,23.4,5,14,3,2,0,1,0.83,1,1,app_store,12.5,150.0
172123,45.7,4,16,4,2,0,1,1.73,1,0,app_store,13.67,164.04
172125,5.4,6,22,1,2,0,0,0.59,1,1,referral,8.05,96.6
172130,14.2,5,16,5,6,0,1,3.45,1,0,organic,13.75,165.0
172131,19.4,5,19,6,5,0,1,1.65,1,1,organic,13.75,165.0
172136,10.6,4,11,4,1,1,0,2.71,1,0,organic,8.07,96.84
172139,3.0,5,17,6,8,1,2,0.49,1,1,paid_search,23.1,277.2
172140,27.7,6,29,4,4,0,0,6.0,1,2,paid_search,8.9,106.8
172148,16.2,5,17,4,2,0,0,0.72,1,1,paid_search,9.31,111.72
172157,5.3,4,12,4,7,0,0,5.24,0,0,organic,8.36,100.32
172159,9.5,4,9,4,8,0,1,7.14,1,0,referral,15.01,180.12
172161,28.4,3,7,2,7,0,0,0.72,0,1,organic,7.46,89.52
172166,11.9,4,23,5,8,0,1,1.59,1,0,organic,14.61,175.32
172171,44.0,3,3,4,4,1,0,0.73,0,1,organic,7.91,94.92
172172,34.5,4,20,3,7,0,0,2.66,1,0,organic,9.14,109.68
172176,25.0,2,11,5,3,1,0,2.87,1,1,referral,8.77,105.24
172184,9.3,3,16,1,2,0,1,1.53,1,1,referral,14.13,169.56
172188,35.9,5,17,1,4,0,0,4.87,0,0,paid_search,8.34,100.08
172198,37.0,5,11,5,4,0,2,3.42,1,0,app_store,20.62,247.44
172199,48.3,7,14,4,3,0,0,0.76,0,0,organic,8.14,97.68
172206,21.8,2,12,2,7,2,1,2.12,0,0,referral,13.76,165.12
172207,13.4,3,14,4,2,0,0,0.64,1,2,organic,9.53,114.36
172215,7.8,3,7,1,6,0,1,2.13,1,0,organic,13.35,160.2
172216,38.0,6,16,2,6,2,0,2.29,0,0,organic,7.84,94.08
172218,0.2,4,15,1,8,0,0,0.68,1,0,app_store,7.53,90.36
172222,34.7,2,1,3,8,0,1,1.45,1,1,organic,14.77,177.24
172230,24.0,1,4,6,1,0,1,8.51,1,0,app_store,15.23,182.76
172240,11.8,3,11,3,3,0,1,3.85,1,1,app_store,14.42,173.04
172241,19.5,6,22,5,8,0,0,0.74,1,0,organic,8.25,99.0
172242,8.6,3,8,1,2,0,0,1.83,1,0,referral,7.63,91.56
172246,22.0,3,6,1,6,1,1,1.66,0,0,organic,13.46,161.52
172250,3.8,4,10,4,1,1,1,3.94,1,0,referral,13.61,163.32
172254,1.3,6,12,2,8,0,0,2.65,1,1,app_store,8.7,104.4
172259,4.7,5,9,4,3,0,1,3.28,0,1,referral,14.99,179.88
172265,11.6,3,7,3,2,0,1,5.36,1,0,referral,14.23,170.76
172277,24.0,1,8,6,7,0,1,0.17,1,0,organic,13.78,165.36
172288,12.6,4,18,3,6,0,0,3.88,1,3,organic,8.06,96.72
172291,42.7,7,31,2,4,1,0,0.18,1,0,organic,7.85,94.2
172298,11.5,3,10,3,7,0,2,1.09,1,1,paid_search,19.91,238.92
172299,32.6,6,13,1,6,0,0,3.54,1,1,referral,8.25,99.0
172300,24.2,3,8,4,1,0,1,3.91,1,4,organic,13.14,157.68
172301,33.1,3,11,4,3,0,0,1.53,1,0,organic,8.46,101.52
172302,5.9,4,9,1,7,1,1,0.58,1,1,app_store,13.73,164.76
172306,25.7,1,4,3,5,0,1,1.2,1,1,referral,12.58,150.96
172326,17.2,3,5,1,3,0,0,7.95,1,1,organic,8.34,100.08
172327,28.4,6,14,6,5,2,1,0.12,0,0,app_store,14.66,175.92
172329,77.4,1,2,3,5,0,1,3.75,1,0,paid_search,14.48,173.76
172335,8.9,1,3,6,4,1,1,0.43,0,2,organic,14.31,171.72
172344,4.4,6,11,3,7,0,0,1.07,0,1,organic,9.05,108.6
172349,14.2,2,8,2,5,0,1,6.16,0,0,organic,13.98,167.76
172350,14.2,4,15,1,1,0,0,0.4,0,0,organic,7.95,95.4
172354,3.3,0,5,1,1,1,0,1.25,0,0,app_store,8.51,102.12
172356,7.7,4,8,1,4,1,1,1.77,1,0,organic,13.23,158.76
172362,3.6,5,10,4,5,0,0,2.4,1,0,paid_search,8.27,99.24
172363,2.3,5,24,4,2,0,0,4.6,1,0,paid_search,8.58,102.96
172369,33.1,2,10,3,8,1,0,7.79,1,1,organic,9.11,109.32
172371,8.6,2,0,2,5,0,0,0.55,1,0,organic,8.82,105.84
172376,25.5,0,0,5,3,0,1,5.87,1,0,organic,13.32,159.84
172379,24.6,3,13,3,1,0,1,1.37,1,0,app_store,14.17,170.04
172393,29.5,5,12,3,1,0,0,1.96,1,2,organic,7.81,93.72
172398,10.6,3,15,2,6,0,0,1.07,1,1,organic,7.97,95.64
172401,8.3,5,25,4,1,0,0,8.59,1,0,referral,7.86,94.32
172406,10.1,3,10,6,7,0,1,3.68,1,1,organic,14.16,169.92
172407,12.1,5,21,3,6,0,1,1.9,1,0,referral,12.75,153.0
172415,4.5,2,4,1,1,0,0,2.9,1,0,app_store,8.71,104.52
172432,4.6,6,19,1,5,1,1,1.57,0,3,organic,12.1,145.2
172433,16.5,6,16,4,3,1,1,0.77,1,1,referral,15.57,186.84
172438,28.6,4,6,2,8,0,0,1.89,0,0,referral,8.82,105.84
172439,39.1,2,6,5,4,1,1,1.34,1,0,referral,14.17,170.04
172443,3.1,6,17,3,1,1,0,1.32,0,0,paid_search,8.41,100.92
172444,17.9,3,13,1,5,0,0,0.3,1,1,referral,7.5,90.0
172450,10.4,4,11,4,4,0,0,1.46,0,0,paid_search,8.85,106.2
172452,18.5,5,17,1,7,0,0,6.72,1,0,referral,8.46,101.52
172455,26.6,3,6,3,7,0,0,2.2,0,0,referral,8.94,107.28
172459,12.9,0,1,1,2,0,0,1.3,0,1,organic,8.17,98.04
172461,11.7,3,6,6,4,1,1,3.38,0,0,paid_search,14.85,178.2
172465,17.4,1,0,6,1,0,0,6.12,1,1,organic,10.03,120.36
172467,12.0,3,8,5,2,0,0,1.19,1,0,paid_search,8.27,99.24
172471,16.3,1,2,2,3,0,1,1.13,0,0,organic,13.35,160.2
172472,13.6,0,0,2,1,1,1,1.31,1,1,organic,14.11,169.32
172479,13.6,6,18,3,5,1,0,0.8,1,1,paid_search,7.71,92.52
172482,12.1,4,21,1,2,0,1,4.06,0,1,referral,12.41,148.92
172488,27.3,7,30,5,1,0,0,1.76,1,1,paid_search,8.74,104.88
172496,3.6,3,21,3,6,0,0,3.26,1,1,referral,8.92,107.04
172497,28.3,4,24,3,5,1,1,1.59,1,0,app_store,14.55,174.6
172498,17.1,4,12,3,7,0,2,0.39,1,1,organic,20.16,241.92
172509,26.5,4,15,1,5,0,0,0.02,0,0,referral,8.17,98.04
172520,36.8,6,28,5,8,0,1,1.69,1,0,paid_search,15.89,190.68
172540,10.9,0,1,5,6,1,2,3.96,0,0,paid_search,22.2,266.4
172541,11.8,3,10,3,5,0,1,0.62,0,1,paid_search,14.18,170.16
172545,7.6,6,16,4,3,0,2,3.06,1,1,paid_search,22.32,267.84
172546,8.8,6,25,2,1,0,0,7.72,1,0,paid_search,8.5,102.0
172549,25.3,5,7,5,6,0,0,3.26,1,0,organic,9.8,117.6
172553,0.2,1,4,2,5,1,1,1.88,1,1,paid_search,13.52,162.24
